"Work type","Work item ID","Parent","Epic Name","Summary","Description","Priority","Component","Story Points","Labels","Labels","Labels","Labels","Labels"
"Sub-task","506","505","","Model review responses","Subtask of: Implement business responses to reviews

_Epic: Group Planning, Favorites & Reviews_","Medium","Traveller","","epic-grp","phase-4-group-weather","","",""
"Sub-task","507","505","","Build the respond control in the business portal","Subtask of: Implement business responses to reviews

_Epic: Group Planning, Favorites & Reviews_","Medium","Traveller","","epic-grp","phase-4-group-weather","","",""
"Sub-task","508","505","","Enforce the one-response and no-edit rules","Subtask of: Implement business responses to reviews

_Epic: Group Planning, Favorites & Reviews_","Medium","Traveller","","epic-grp","phase-4-group-weather","","",""
"Sub-task","509","505","","Route responses through moderation","Subtask of: Implement business responses to reviews

_Epic: Group Planning, Favorites & Reviews_","Medium","Traveller","","epic-grp","phase-4-group-weather","","",""
"Story","510","481","","Build review aggregation and display","Ratings that roll up honestly, including the distribution rather than just the average.

*Acceptance criteria*
* Listing pages show the average rating, the count and the distribution.
* Aggregates recompute when a review is added, hidden or restored.
* A listing with too few reviews says so rather than showing a misleading average.
* Hidden reviews are excluded from aggregates but retained for audit.

*Subtasks*
* Implement the aggregation with incremental recompute
* Build the rating summary component with distribution
* Implement the low-sample display rule
* Write tests covering hide, restore and recompute

_BRD reference: FR-054, BR-01_","Medium","Traveller","3","epic-grp","phase-4-group-weather","reviews","catalogue",""
"Sub-task","511","510","","Implement the aggregation with incremental recompute","Subtask of: Build review aggregation and display

_Epic: Group Planning, Favorites & Reviews_","Medium","Traveller","","epic-grp","phase-4-group-weather","","",""
"Sub-task","512","510","","Build the rating summary component with distribution","Subtask of: Build review aggregation and display

_Epic: Group Planning, Favorites & Reviews_","Medium","Traveller","","epic-grp","phase-4-group-weather","","",""
"Sub-task","513","510","","Implement the low-sample display rule","Subtask of: Build review aggregation and display

_Epic: Group Planning, Favorites & Reviews_","Medium","Traveller","","epic-grp","phase-4-group-weather","","",""
"Sub-task","514","510","","Write tests covering hide, restore and recompute","Subtask of: Build review aggregation and display

_Epic: Group Planning, Favorites & Reviews_","Medium","Traveller","","epic-grp","phase-4-group-weather","","",""
"Epic","515","","Localization, RTL & Accessibility","Localization, RTL & Accessibility","Arabic, English and French as first-class languages, Arabic RTL that actually works, and a product usable by keyboard and screen reader. This is treated as a delivery gate, not a polish pass.

*Phase:* Cross-cutting
*Stories in this epic:* 4","High","Design","","epic-i18n","cross-cutting","","",""
"Story","516","515","","Build the translation workflow and message catalogues","One place where strings live, with a process that catches a missing translation before a user does.

*Acceptance criteria*
* All user-facing strings come from message catalogues; no hardcoded copy ships.
* Missing keys fail the build rather than falling back silently in production.
* Pluralisation, date, number and currency formatting are locale-aware.
* Translator handoff and review are documented.

*Subtasks*
* Set up the catalogue structure and key naming convention
* Add a CI check for hardcoded strings and missing keys
* Implement locale-aware date, number and currency formatting
* Write the translation contribution guide
* Complete the English, Arabic and French catalogues for MVP screens

_BRD reference: FR-005, AC-16_","Highest","Design","5","epic-i18n","cross-cutting","i18n","",""
"Sub-task","517","516","","Set up the catalogue structure and key naming convention","Subtask of: Build the translation workflow and message catalogues

_Epic: Localization, RTL & Accessibility_","Highest","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","518","516","","Add a CI check for hardcoded strings and missing keys","Subtask of: Build the translation workflow and message catalogues

_Epic: Localization, RTL & Accessibility_","Highest","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","519","516","","Implement locale-aware date, number and currency formatting","Subtask of: Build the translation workflow and message catalogues

_Epic: Localization, RTL & Accessibility_","Highest","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","520","516","","Write the translation contribution guide","Subtask of: Build the translation workflow and message catalogues

_Epic: Localization, RTL & Accessibility_","Highest","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","521","516","","Complete the English, Arabic and French catalogues for MVP screens","Subtask of: Build the translation workflow and message catalogues

_Epic: Localization, RTL & Accessibility_","Highest","Design","","epic-i18n","cross-cutting","","",""
"Story","522","515","","Make Arabic RTL correct across every surface","Direction is not a stylesheet flip. Icons, drawers, progress, charts, maps and form affordances all need checking.

*Acceptance criteria*
* Every MVP screen renders correctly in RTL at 390px and 1440px.
* Directional icons, drawers, carousels and progress indicators mirror correctly.
* No component uses physical left/right where logical properties are needed.
* Mixed-direction content - Arabic text with Latin place names or numbers - renders without bidi corruption.

*Subtasks*
* Audit and convert physical CSS properties to logical properties
* Fix directional icon and navigation mirroring
* Handle bidi isolation for mixed-direction strings
* Capture RTL visual snapshots for every MVP screen
* Test the map, charts and date pickers specifically in RTL

_BRD reference: FR-005, AC-16_","Highest","Design","8","epic-i18n","cross-cutting","i18n","rtl",""
"Sub-task","523","522","","Audit and convert physical CSS properties to logical properties","Subtask of: Make Arabic RTL correct across every surface

_Epic: Localization, RTL & Accessibility_","Highest","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","524","522","","Fix directional icon and navigation mirroring","Subtask of: Make Arabic RTL correct across every surface

_Epic: Localization, RTL & Accessibility_","Highest","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","525","522","","Handle bidi isolation for mixed-direction strings","Subtask of: Make Arabic RTL correct across every surface

_Epic: Localization, RTL & Accessibility_","Highest","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","526","522","","Capture RTL visual snapshots for every MVP screen","Subtask of: Make Arabic RTL correct across every surface

_Epic: Localization, RTL & Accessibility_","Highest","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","527","522","","Test the map, charts and date pickers specifically in RTL","Subtask of: Make Arabic RTL correct across every surface

_Epic: Localization, RTL & Accessibility_","Highest","Design","","epic-i18n","cross-cutting","","",""
"Story","528","515","","Handle Lebanese Arabic in AI input","People will not type Modern Standard Arabic into the planner. The intent extractor has to cope with how Lebanese Arabic is actually written, including Arabizi.

*Acceptance criteria*
* The intent extractor handles Lebanese dialect phrasing and Latin-script Arabizi.
* A dialect evaluation set is part of the automated test suite.
* Extraction accuracy on the dialect set meets the agreed threshold before release.
* Unrecognised phrasing asks for clarification rather than guessing.

*Subtasks*
* Build the Lebanese Arabic and Arabizi evaluation set
* Tune the extraction prompt with dialect examples
* Add the dialect evaluation to CI with a pass threshold
* Implement the low-confidence clarification path

_BRD reference: FR-020, AC-16_","High","Design","5","epic-i18n","cross-cutting","i18n","ai",""
"Sub-task","529","528","","Build the Lebanese Arabic and Arabizi evaluation set","Subtask of: Handle Lebanese Arabic in AI input

_Epic: Localization, RTL & Accessibility_","High","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","530","528","","Tune the extraction prompt with dialect examples","Subtask of: Handle Lebanese Arabic in AI input

_Epic: Localization, RTL & Accessibility_","High","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","531","528","","Add the dialect evaluation to CI with a pass threshold","Subtask of: Handle Lebanese Arabic in AI input

_Epic: Localization, RTL & Accessibility_","High","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","532","528","","Implement the low-confidence clarification path","Subtask of: Handle Lebanese Arabic in AI input

_Epic: Localization, RTL & Accessibility_","High","Design","","epic-i18n","cross-cutting","","",""
"Story","533","515","","Meet WCAG 2.2 AA across the MVP screens","Keyboard operability, visible focus, correct semantics and adequate contrast - verified, not assumed.

*Acceptance criteria*
* Every interactive element is reachable and operable by keyboard with a visible focus indicator.
* Colour contrast meets 4.5:1 for text and 3:1 for control boundaries.
* Forms have programmatic labels, error association and clear error text.
* Automated axe checks run in CI and a manual screen-reader pass covers the booking flow.

*Subtasks*
* Add automated axe-core checks to component and page tests
* Fix keyboard traps and focus-order problems
* Add labels, descriptions and error associations to all forms
* Implement skip links and landmark structure
* Run and document a manual screen-reader pass on the booking flow

_BRD reference: Package review findings_","High","Design","8","epic-i18n","cross-cutting","accessibility","",""
"Sub-task","534","533","","Add automated axe-core checks to component and page tests","Subtask of: Meet WCAG 2.2 AA across the MVP screens

_Epic: Localization, RTL & Accessibility_","High","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","535","533","","Fix keyboard traps and focus-order problems","Subtask of: Meet WCAG 2.2 AA across the MVP screens

_Epic: Localization, RTL & Accessibility_","High","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","536","533","","Add labels, descriptions and error associations to all forms","Subtask of: Meet WCAG 2.2 AA across the MVP screens

_Epic: Localization, RTL & Accessibility_","High","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","537","533","","Implement skip links and landmark structure","Subtask of: Meet WCAG 2.2 AA across the MVP screens

_Epic: Localization, RTL & Accessibility_","High","Design","","epic-i18n","cross-cutting","","",""
"Sub-task","538","533","","Run and document a manual screen-reader pass on the booking flow","Subtask of: Meet WCAG 2.2 AA across the MVP screens

_Epic: Localization, RTL & Accessibility_","High","Design","","epic-i18n","cross-cutting","","",""
"Epic","539","","Security, Privacy & Trust","Security, Privacy & Trust","The controls that make the marketplace safe to transact in: authorisation everywhere, auditing of anything consequential, and no secret or personal record leaking into a log.

*Phase:* Cross-cutting
*Stories in this epic:* 7","High","Platform","","epic-sec","cross-cutting","","",""
"Story","540","539","","Implement authorisation checks on every endpoint","Every endpoint answers who is asking and what they are allowed to touch, with no reliance on an unguessable ID.

*Acceptance criteria*
* Every endpoint enforces authentication and object-level authorisation.
* No endpoint relies on an opaque identifier as its only protection.
* Automated tests attempt cross-user and cross-org access on every resource type.
* Authorisation failures return a consistent response that does not leak existence.

*Subtasks*
* Define the permission model and its enforcement helper
* Audit and guard every existing endpoint
* Write the automated IDOR test suite across resource types
* Standardise the authorisation failure response

_BRD reference: BR-21, FR-073_","Highest","Platform","8","epic-sec","cross-cutting","security","",""
"Sub-task","541","540","","Define the permission model and its enforcement helper","Subtask of: Implement authorisation checks on every endpoint

_Epic: Security, Privacy & Trust_","Highest","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","542","540","","Audit and guard every existing endpoint","Subtask of: Implement authorisation checks on every endpoint

_Epic: Security, Privacy & Trust_","Highest","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","543","540","","Write the automated IDOR test suite across resource types","Subtask of: Implement authorisation checks on every endpoint

_Epic: Security, Privacy & Trust_","Highest","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","544","540","","Standardise the authorisation failure response","Subtask of: Implement authorisation checks on every endpoint

_Epic: Security, Privacy & Trust_","Highest","Platform","","epic-sec","cross-cutting","","",""
"Story","545","539","","Build the audit log","Anything consequential - verification, moderation, financial overrides, configuration - leaves a record of who, what, when and why.

*Acceptance criteria*
* Consequential actions write an audit entry with actor, action, target, reason and timestamp.
* Audit entries are append-only and cannot be edited or deleted from the application.
* Admin can search and filter the audit log.
* Audit coverage is asserted by tests for each consequential action type.

*Subtasks*
* Design the append-only audit schema
* Implement the audit-write helper and apply it at each call site
* Build the admin audit log search screen
* Write coverage tests asserting each action type audits

_BRD reference: FR-070, BR-20, FR-073_","Highest","Platform","5","epic-sec","cross-cutting","security","admin",""
"Sub-task","546","545","","Design the append-only audit schema","Subtask of: Build the audit log

_Epic: Security, Privacy & Trust_","Highest","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","547","545","","Implement the audit-write helper and apply it at each call site","Subtask of: Build the audit log

_Epic: Security, Privacy & Trust_","Highest","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","548","545","","Build the admin audit log search screen","Subtask of: Build the audit log

_Epic: Security, Privacy & Trust_","Highest","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","549","545","","Write coverage tests asserting each action type audits","Subtask of: Build the audit log

_Epic: Security, Privacy & Trust_","Highest","Platform","","epic-sec","cross-cutting","","",""
"Story","550","539","","Implement rate limiting and abuse controls","Protect sign-in, password reset, search, AI generation and booking from volume abuse and from cost blowout.

*Acceptance criteria*
* Authentication, reset, search, AI generation and booking endpoints are rate limited.
* Limits differ per endpoint and per authentication state.
* Exceeded limits return a clear, non-leaking response with a retry hint.
* AI generation has a per-user and per-day cost ceiling.

*Subtasks*
* Implement the rate-limiting middleware with a shared store
* Configure per-endpoint limits and document them
* Implement the AI generation cost ceiling and its user messaging
* Add rate-limit metrics and alerting

_BRD reference: FR-001, BRD S16_","High","Platform","5","epic-sec","cross-cutting","security","",""
"Sub-task","551","550","","Implement the rate-limiting middleware with a shared store","Subtask of: Implement rate limiting and abuse controls

_Epic: Security, Privacy & Trust_","High","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","552","550","","Configure per-endpoint limits and document them","Subtask of: Implement rate limiting and abuse controls

_Epic: Security, Privacy & Trust_","High","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","553","550","","Implement the AI generation cost ceiling and its user messaging","Subtask of: Implement rate limiting and abuse controls

_Epic: Security, Privacy & Trust_","High","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","554","550","","Add rate-limit metrics and alerting","Subtask of: Implement rate limiting and abuse controls

_Epic: Security, Privacy & Trust_","High","Platform","","epic-sec","cross-cutting","","",""
"Story","555","539","","Prevent secrets and personal data reaching logs","Logs and error reports carry correlation IDs, never tokens, card references or personal records.

*Acceptance criteria*
* No secret, token or payment identifier appears in any log or error report.
* Personal data in logs is minimised and redacted by a shared scrubber.
* Every request carries a correlation ID through logs, traces and Sentry.
* An automated test asserts the scrubber removes each sensitive field class.

*Subtasks*
* Implement the log scrubber with a sensitive-field registry
* Configure Sentry beforeSend scrubbing
* Implement correlation ID propagation across web and API
* Write scrubber tests for every sensitive field class

_BRD reference: AC-15_","Highest","Platform","3","epic-sec","cross-cutting","security","observability",""
"Sub-task","556","555","","Implement the log scrubber with a sensitive-field registry","Subtask of: Prevent secrets and personal data reaching logs

_Epic: Security, Privacy & Trust_","Highest","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","557","555","","Configure Sentry beforeSend scrubbing","Subtask of: Prevent secrets and personal data reaching logs

_Epic: Security, Privacy & Trust_","Highest","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","558","555","","Implement correlation ID propagation across web and API","Subtask of: Prevent secrets and personal data reaching logs

_Epic: Security, Privacy & Trust_","Highest","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","559","555","","Write scrubber tests for every sensitive field class","Subtask of: Prevent secrets and personal data reaching logs

_Epic: Security, Privacy & Trust_","Highest","Platform","","epic-sec","cross-cutting","","",""
"Story","560","539","","Harden file upload and media handling","Images and verification documents are untrusted input until proven otherwise.

*Acceptance criteria*
* Uploads are validated by content type and by actual content, not by file extension.
* Verification documents are stored privately and served only through short-lived signed URLs.
* Image processing runs through ImageKit rather than in the application process.
* Upload size and rate are limited per organisation.

*Subtasks*
* Implement server-side content validation for uploads
* Configure private storage and signed URL issuance for documents
* Configure ImageKit transformations and delivery
* Add upload size and rate limits

_BRD reference: FR-062, FR-060_","High","Platform","3","epic-sec","cross-cutting","security","media",""
"Sub-task","561","560","","Implement server-side content validation for uploads","Subtask of: Harden file upload and media handling

_Epic: Security, Privacy & Trust_","High","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","562","560","","Configure private storage and signed URL issuance for documents","Subtask of: Harden file upload and media handling

_Epic: Security, Privacy & Trust_","High","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","563","560","","Configure ImageKit transformations and delivery","Subtask of: Harden file upload and media handling

_Epic: Security, Privacy & Trust_","High","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","564","560","","Add upload size and rate limits","Subtask of: Harden file upload and media handling

_Epic: Security, Privacy & Trust_","High","Platform","","epic-sec","cross-cutting","","",""
"Story","565","539","","Write the privacy policy, terms and consent flows","The public trust pages and the consent points that make personalisation lawful and reversible.

*Acceptance criteria*
* Privacy policy, terms of service, cancellation policy and community guidelines are published.
* Consent for personalisation and for marketing is captured separately and is revocable.
* Cookie consent defaults to the privacy-preserving option.
* The trust pages are available in all three languages.

*Subtasks*
* Draft the policy documents with the required Lebanon-specific content
* Build the trust and policy pages
* Implement the consent capture and revocation flows
* Implement cookie consent defaulting to essential only

_BRD reference: BR-22, BRD S16_","High","Platform","5","epic-sec","cross-cutting","privacy","legal",""
"Sub-task","566","565","","Draft the policy documents with the required Lebanon-specific content","Subtask of: Write the privacy policy, terms and consent flows

_Epic: Security, Privacy & Trust_","High","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","567","565","","Build the trust and policy pages","Subtask of: Write the privacy policy, terms and consent flows

_Epic: Security, Privacy & Trust_","High","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","568","565","","Implement the consent capture and revocation flows","Subtask of: Write the privacy policy, terms and consent flows

_Epic: Security, Privacy & Trust_","High","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","569","565","","Implement cookie consent defaulting to essential only","Subtask of: Write the privacy policy, terms and consent flows

_Epic: Security, Privacy & Trust_","High","Platform","","epic-sec","cross-cutting","","",""
"Story","570","539","","Run a pre-pilot security review","Before real businesses and real travellers, run a structured review against the controls this epic built.

*Acceptance criteria*
* A threat model covering the three surfaces is documented.
* A dependency and container vulnerability scan runs in CI and is clean of criticals.
* A penetration test or structured internal review is completed with findings tracked.
* All critical and high findings are resolved or formally accepted before pilot.

*Subtasks*
* Write the threat model for traveller, business and admin surfaces
* Add dependency and container scanning to CI
* Run the structured security review and log findings as issues
* Track findings to resolution or documented acceptance

_BRD reference: Phase 5, BRD S16_","Medium","Platform","5","epic-sec","cross-cutting","security","phase-5",""
"Sub-task","571","570","","Write the threat model for traveller, business and admin surfaces","Subtask of: Run a pre-pilot security review

_Epic: Security, Privacy & Trust_","Medium","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","572","570","","Add dependency and container scanning to CI","Subtask of: Run a pre-pilot security review

_Epic: Security, Privacy & Trust_","Medium","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","573","570","","Run the structured security review and log findings as issues","Subtask of: Run a pre-pilot security review

_Epic: Security, Privacy & Trust_","Medium","Platform","","epic-sec","cross-cutting","","",""
"Sub-task","574","570","","Track findings to resolution or documented acceptance","Subtask of: Run a pre-pilot security review

_Epic: Security, Privacy & Trust_","Medium","Platform","","epic-sec","cross-cutting","","",""
"Epic","575","","Quality, Testing & Evaluation","Quality, Testing & Evaluation","The BRD names automated coverage of auth, trip-generation validation, booking and payment transitions as an MVP acceptance criterion. This epic makes that real, and adds the AI-specific evaluation that ordinary tests cannot provide.

*Phase:* Cross-cutting
*Stories in this epic:* 8","High","Platform","","epic-qa","cross-cutting","","",""
"Story","576","575","","Establish the test strategy and pyramid","Agree what is tested where, so the suite stays fast and the gaps are deliberate.

*Acceptance criteria*
* The test strategy document defines unit, integration, end-to-end and evaluation layers.
* Coverage targets are set per layer and per critical path.
* Test data management and fixtures are standardised.
* The full suite runs in under ten minutes in CI.

*Subtasks*
* Write the test strategy document
* Set up the test database and fixture factories
* Configure the CI test matrix and parallelism
* Define and enforce coverage targets on critical paths

_BRD reference: BRD S24, AC-14_","High","Platform","3","epic-qa","cross-cutting","testing","",""
"Sub-task","577","576","","Write the test strategy document","Subtask of: Establish the test strategy and pyramid

_Epic: Quality, Testing & Evaluation_","High","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","578","576","","Set up the test database and fixture factories","Subtask of: Establish the test strategy and pyramid

_Epic: Quality, Testing & Evaluation_","High","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","579","576","","Configure the CI test matrix and parallelism","Subtask of: Establish the test strategy and pyramid

_Epic: Quality, Testing & Evaluation_","High","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","580","576","","Define and enforce coverage targets on critical paths","Subtask of: Establish the test strategy and pyramid

_Epic: Quality, Testing & Evaluation_","High","Platform","","epic-qa","cross-cutting","","",""
"Story","581","575","","Cover the authentication paths with automated tests","One of the four paths the MVP acceptance criteria name explicitly.

*Acceptance criteria*
* Registration, sign-in, sign-out, recovery and session expiry are covered end to end.
* Negative cases - wrong password, expired token, reused reset token - are covered.
* Account enumeration resistance is asserted by test.
* The suite runs on every pull request.

*Subtasks*
* Write unit tests for the credential and session services
* Write integration tests for every auth endpoint
* Write end-to-end tests for the sign-in and recovery journeys
* Assert enumeration resistance and rate limiting

_BRD reference: AC-14, FR-001_","Highest","Platform","5","epic-qa","cross-cutting","testing","auth",""
"Sub-task","582","581","","Write unit tests for the credential and session services","Subtask of: Cover the authentication paths with automated tests

_Epic: Quality, Testing & Evaluation_","Highest","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","583","581","","Write integration tests for every auth endpoint","Subtask of: Cover the authentication paths with automated tests

_Epic: Quality, Testing & Evaluation_","Highest","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","584","581","","Write end-to-end tests for the sign-in and recovery journeys","Subtask of: Cover the authentication paths with automated tests

_Epic: Quality, Testing & Evaluation_","Highest","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","585","581","","Assert enumeration resistance and rate limiting","Subtask of: Cover the authentication paths with automated tests

_Epic: Quality, Testing & Evaluation_","Highest","Platform","","epic-qa","cross-cutting","","",""
"Story","586","575","","Cover trip-generation validation with automated tests","Prove the planner never produces an infeasible plan, and never invents an entity.

*Acceptance criteria*
* Every generated stop is asserted to resolve to a real, active entity ID.
* Hard-constraint satisfaction is asserted for budget, hours, duration, group size and return time.
* The infeasible case is asserted to report infeasibility rather than degrade silently.
* The itinerary total is asserted to equal the database-computed sum.

*Subtasks*
* Build the planner test harness with deterministic fixtures
* Write entity-integrity assertions over generated plans
* Write the constraint-satisfaction test matrix
* Write the infeasibility reporting tests
* Write the total-integrity test

_BRD reference: AC-14, AC-04_","Highest","Platform","8","epic-qa","cross-cutting","testing","planner",""
"Sub-task","587","586","","Build the planner test harness with deterministic fixtures","Subtask of: Cover trip-generation validation with automated tests

_Epic: Quality, Testing & Evaluation_","Highest","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","588","586","","Write entity-integrity assertions over generated plans","Subtask of: Cover trip-generation validation with automated tests

_Epic: Quality, Testing & Evaluation_","Highest","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","589","586","","Write the constraint-satisfaction test matrix","Subtask of: Cover trip-generation validation with automated tests

_Epic: Quality, Testing & Evaluation_","Highest","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","590","586","","Write the infeasibility reporting tests","Subtask of: Cover trip-generation validation with automated tests

_Epic: Quality, Testing & Evaluation_","Highest","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","591","586","","Write the total-integrity test","Subtask of: Cover trip-generation validation with automated tests

_Epic: Quality, Testing & Evaluation_","Highest","Platform","","epic-qa","cross-cutting","","",""
"Story","592","575","","Cover booking and payment state transitions with automated tests","The fourth named path, and the one with money attached.

*Acceptance criteria*
* Every allowed transition is tested and every blocked transition is asserted to fail.
* Concurrency, idempotency and overbooking are covered by dedicated tests.
* Payment failure, timeout and late-success paths are covered by fault injection.
* Reconciliation is covered including the mismatch case.

*Subtasks*
* Write the exhaustive state-transition test suite
* Write the concurrency and idempotency tests
* Write the payment fault-injection tests
* Write the reconciliation tests including mismatch resolution

_BRD reference: AC-14, AC-11, FR-048_","Highest","Platform","8","epic-qa","cross-cutting","testing","booking",""
"Sub-task","593","592","","Write the exhaustive state-transition test suite","Subtask of: Cover booking and payment state transitions with automated tests

_Epic: Quality, Testing & Evaluation_","Highest","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","594","592","","Write the concurrency and idempotency tests","Subtask of: Cover booking and payment state transitions with automated tests

_Epic: Quality, Testing & Evaluation_","Highest","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","595","592","","Write the payment fault-injection tests","Subtask of: Cover booking and payment state transitions with automated tests

_Epic: Quality, Testing & Evaluation_","Highest","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","596","592","","Write the reconciliation tests including mismatch resolution","Subtask of: Cover booking and payment state transitions with automated tests

_Epic: Quality, Testing & Evaluation_","Highest","Platform","","epic-qa","cross-cutting","","",""
"Story","597","575","","Build the AI evaluation suite","Model behaviour needs evaluation sets and thresholds, because a unit test cannot tell you the extractor got worse.

*Acceptance criteria*
* An evaluation set covers intent extraction across Arabic, Lebanese Arabic, English and French.
* Grounding is evaluated - no explanation may reference an entity or fact not retrieved.
* Evaluation runs in CI with a pass threshold and blocks regression.
* Results are tracked over time so prompt changes can be compared.

*Subtasks*
* Build the intent extraction evaluation set with expected outputs
* Build the grounding and hallucination evaluation
* Implement the evaluation runner with thresholds
* Wire evaluation into CI as a gate
* Build the evaluation result history report

_BRD reference: AC-16, FR-020, BRD S24_","High","Platform","8","epic-qa","cross-cutting","testing","ai",""
"Sub-task","598","597","","Build the intent extraction evaluation set with expected outputs","Subtask of: Build the AI evaluation suite

_Epic: Quality, Testing & Evaluation_","High","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","599","597","","Build the grounding and hallucination evaluation","Subtask of: Build the AI evaluation suite

_Epic: Quality, Testing & Evaluation_","High","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","600","597","","Implement the evaluation runner with thresholds","Subtask of: Build the AI evaluation suite

_Epic: Quality, Testing & Evaluation_","High","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","601","597","","Wire evaluation into CI as a gate","Subtask of: Build the AI evaluation suite

_Epic: Quality, Testing & Evaluation_","High","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","602","597","","Build the evaluation result history report","Subtask of: Build the AI evaluation suite

_Epic: Quality, Testing & Evaluation_","High","Platform","","epic-qa","cross-cutting","","",""
"Story","603","575","","Build end-to-end journey tests","The three journeys that matter, driven through a real browser in all three languages.

*Acceptance criteria*
* The traveller journey from search to confirmed booking passes end to end.
* The business journey from registration to responding to a request passes end to end.
* The admin journey from verification queue to approved business passes end to end.
* Each journey runs at 390px and 1440px and at least once in Arabic RTL.

*Subtasks*
* Set up Playwright with the three-locale and two-viewport matrix
* Write the traveller booking journey test
* Write the business onboarding and response journey test
* Write the admin verification journey test
* Add visual regression snapshots for key screens

_BRD reference: BRD S9, S24_","High","Platform","5","epic-qa","cross-cutting","testing","",""
"Sub-task","604","603","","Set up Playwright with the three-locale and two-viewport matrix","Subtask of: Build end-to-end journey tests

_Epic: Quality, Testing & Evaluation_","High","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","605","603","","Write the traveller booking journey test","Subtask of: Build end-to-end journey tests

_Epic: Quality, Testing & Evaluation_","High","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","606","603","","Write the business onboarding and response journey test","Subtask of: Build end-to-end journey tests

_Epic: Quality, Testing & Evaluation_","High","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","607","603","","Write the admin verification journey test","Subtask of: Build end-to-end journey tests

_Epic: Quality, Testing & Evaluation_","High","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","608","603","","Add visual regression snapshots for key screens","Subtask of: Build end-to-end journey tests

_Epic: Quality, Testing & Evaluation_","High","Platform","","epic-qa","cross-cutting","","",""
"Story","609","575","","Run performance and load testing","Find out where it breaks before the pilot does.

*Acceptance criteria*
* Response-time targets are defined per endpoint class and asserted under load.
* Planner generation time is measured and meets the agreed budget at the 95th percentile.
* Database query performance is profiled and the slow queries are indexed.
* Load test results and the identified ceiling are documented.

*Subtasks*
* Define performance budgets per endpoint class
* Build the load test scenarios for search, planning and booking
* Profile and index the slow queries
* Run the load test and document the capacity ceiling
* Add Core Web Vitals monitoring to the frontend

_BRD reference: BRD S15_","Medium","Platform","5","epic-qa","cross-cutting","testing","performance",""
"Sub-task","610","609","","Define performance budgets per endpoint class","Subtask of: Run performance and load testing

_Epic: Quality, Testing & Evaluation_","Medium","Platform","","epic-qa","cross-cutting","","",""
"Sub-task","611","609","","Build the load test scenarios for search, planning and booking","Subtask of: Run performance and load testing

_Epic: Quality, Testing & Evaluation_","Medium","Platform","","epic-qa","cross-cutting","","",""
